id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,dob_datetime,dob_ordinal,strike_efficiency_ratio,win_ratio,total_fights,weighted_strike_efficiency_ratio,sex,fighter_type,estilo,PC1,PC2,ape_index,BMI,BSA
e0f959f65d0406b4,Isabela de Padua,Belinha,5,2,0,160.02,56.7,162.56,Orthodox,1991/09/04,1.0,35,2.07,50,2.0,66,0,1.0,1991-09-04,727079,0.48309178743961356,0.7142857142857143,1,1.0121438149031123,Female,0,Striker,0.7606180454957854,-1.70662682694763,1.0158730158730158,22.14,1.588
d761b3766e38c5db,Marcel Fortuna,,9,3,0,185.42,92.99,187.96,Orthodox,1985/10/22,3.83,46,4.52,64,0.45,8,75,0.5,1985-10-22,724936,0.8473451327433629,0.75,3,0.8473451327433629,Male,1,Wrestler,-1.0458596786797032,0.528568327507287,1.0136986301369864,27.05,2.188
9fa568ad2bf2cb0b,Justin Scoggins,,11,5,0,170.18,56.7,167.64,Southpaw,1992/05/02,3.56,51,2.16,55,3.42,63,82,0.5,1992-05-02,727320,1.6481481481481481,0.6875,9,1.6481481481481481,Male,0,Striker,1.7771711431991044,0.42132905273559373,0.9850746268656715,19.58,1.637
cbf1c7ba5408a66f,Salim Touahri,Grizzly,10,4,0,177.8,77.11,182.88,Orthodox,1989/09/28,2.6,46,2.87,58,0.0,0,83,0.0,1989-09-28,726373,0.9059233449477352,0.7142857142857143,3,0.9059233449477352,Male,1,Wrestler,-1.6237544519388436,0.22679387670021295,1.0285714285714285,24.39,1.952
669970f7feba8ecd,Erin Blanchfield,Cold Blooded,13,2,0,162.56,56.7,167.64,Orthodox,1999/05/04,5.24,44,4.21,59,1.86,31,80,0.8,1999-05-04,729878,1.2446555819477436,0.8666666666666667,8,1.2446555819477436,Female,1,Wrestler,0.1808809217650551,0.8333198511650183,1.03125,21.46,1.6
5e4eec08896c9423,Corey Anderson,Overtime,14,5,0,190.5,92.99,200.66,Orthodox,1989/09/22,4.43,46,2.22,59,4.89,50,83,0.0,1989-09-22,726367,1.995495495495495,0.7368421052631579,15,1.995495495495495,Male,0,Striker,1.7646589176360836,0.6820028117044293,1.0533333333333332,25.62,2.218
2804ce8dadab5770,Marcelo Rojo,Pitbull,16,10,0,172.72,65.77,180.34,Orthodox,1988/07/02,4.92,39,6.42,55,0.46,50,66,0.0,1988-07-02,725920,0.7663551401869159,0.6153846153846154,3,0.7663551401869159,Male,1,Wrestler,-0.42044945530873146,0.9489316081259127,1.0441176470588236,22.05,1.776
01fed6f61ebea01f,Jay Perrin,The Joker,10,7,0,170.18,61.23,170.18,Switch,1993/06/15,3.71,46,3.9,44,2.83,52,58,0.0,1993-06-15,727729,0.9512820512820513,0.5882352941176471,3,0.9512820512820513,Male,0,Striker,0.9023826610331654,0.5262029062982102,1.0,21.14,1.701
2f1a257d6777096d,Luigi Vendramini,The Italian Stallion,9,3,0,172.72,70.31,185.42,Orthodox,1996/01/16,2.82,40,3.82,57,1.11,15,100,0.6,1996-01-16,728674,0.7382198952879581,0.75,4,0.7382198952879581,Male,1,Wrestler,-0.7925081874889641,-0.3528772220479687,1.0735294117647058,23.57,1.837
04643fd03d9159cc,Marcus Aurelio,Maximus,22,10,0,177.8,70.31,187.96,Orthodox,1973/08/18,1.42,33,2.27,59,1.69,27,27,1.3,1973-08-18,720488,0.6255506607929515,0.6875,6,0.6255506607929515,Male,0,Striker,-0.2969099310580351,-1.747992057966259,1.0571428571428572,22.24,1.863
